origin	name	size	site	multiplicity	edge_num	like_weight_ratio	post_prob	classification	scientific_name	domain_id	domain_name	division_id	division_name	class_id	class_name
COG0558.aligned	.1-.8_coastal_FGI7SFI01A171F_6	.1-.8	coastal	1	3255	0.962546	0.976598	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0482.aligned	.1-.8_coastal_FGI7SFI01A1774_16	.1-.8	coastal	1	1995	0.369962	0.557394	198252	Candidatus Pelagibacter ubique	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1666.aligned	.1-.8_coastal_FGI7SFI01A17O1_4	.1-.8	coastal	1	1508	0.324653	0.351026	1046	Chromatiaceae	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0128.aligned	.1-.8_coastal_FGI7SFI01A17VU_4	.1-.8	coastal	1	4110	0.918832	0.930511	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG1538.aligned	.1-.8_coastal_FGI7SFI01A17X2_15	.1-.8	coastal	1	113	0.544246	0.584558	74201	Verrucomicrobia	2	Bacteria	51290	Chlamydiae/Verrucomicrobia group	74201	Verrucomicrobia
COG0481.aligned	.1-.8_coastal_FGI7SFI01A189O_14	.1-.8	coastal	1	1381	0.514142	0.431053	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG1219.aligned	.1-.8_coastal_FGI7SFI01A18DI_7	.1-.8	coastal	1	2607	0.894997	0.894091	157	Treponema	2	Bacteria	203691	Spirochaetes	203692	Spirochaetia
COG0424.aligned	.1-.8_coastal_FGI7SFI01A18EK_12	.1-.8	coastal	1	987	0.708586	0.723911	135619	Oceanospirillales	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0793.aligned	.1-.8_coastal_FGI7SFI01A18HM_18	.1-.8	coastal	1	3089	0.966315	0.920086	198252	Candidatus Pelagibacter ubique	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1009.aligned	.1-.8_coastal_FGI7SFI01A18K4_1	.1-.8	coastal	1	3734	0.229896	0.161511	34019	Candidatus Liberibacter	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0331.aligned	.1-.8_coastal_FGI7SFI01A18KV_4	.1-.8	coastal	1	586	0.252939	0.239639	1030	Thiothrix	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0504.aligned	.1-.8_coastal_FGI7SFI01A18KY_14	.1-.8	coastal	1	2468	1	1	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0008.aligned	.1-.8_coastal_FGI7SFI01A18LF_10	.1-.8	coastal	1	4431	0.482406	0.271814	68295	Thermoanaerobacterales	2	Bacteria	1239	Firmicutes	186801	Clostridia
COG0820.aligned	.1-.8_coastal_FGI7SFI01A18O0_10	.1-.8	coastal	1	1062	0.503026	0.317547	58840	unclassified Rhodobacteraceae	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1073.aligned	.1-.8_coastal_FGI7SFI01A18O6_14	.1-.8	coastal	1	6874	0.285633	0.324557	408	Methylobacterium extorquens	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0330.aligned	.1-.8_coastal_FGI7SFI01A18Q5_16	.1-.8	coastal	1	588	0.380046	0.451686	258255	Pseudovibrio	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG4266.aligned	.1-.8_coastal_FGI7SFI01A18WL_2	.1-.8	coastal	1	688	0.836767	0.906572	82117	unclassified Alphaproteobacteria	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0790.aligned	.1-.8_coastal_FGI7SFI01A19FK_13	.1-.8	coastal	1	1271	0.261954	0.204334	38748	Naviculales	2759	Eukaryota	33634	Stramenopiles	2836	Bacillariophyta
COG0544.aligned	.1-.8_coastal_FGI7SFI01A19OL_5	.1-.8	coastal	1	1607	0.998941	0.998956	442430	Coraliomargarita	2	Bacteria	51290	Chlamydiae/Verrucomicrobia group	74201	Verrucomicrobia
COG0358.aligned	.1-.8_coastal_FGI7SFI01A19ZA_14	.1-.8	coastal	1	5	0.885077	0.914916	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0548.aligned	.1-.8_coastal_FGI7SFI01A1A09_6	.1-.8	coastal	1	272	1	1	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG1190.aligned	.1-.8_coastal_FGI7SFI01A1AAV_11	.1-.8	coastal	1	104	1	1	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG3839.aligned	.1-.8_coastal_FGI7SFI01A1ABK_12	.1-.8	coastal	1	2601	0.295411	0.141177	2	Bacteria	2	Bacteria	-1	NULL	-1	NULL
COG0347.aligned	.1-.8_coastal_FGI7SFI01A1AD7_13	.1-.8	coastal	1	552	1	1	33807	unclassified Alphaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1866.aligned	.1-.8_coastal_FGI7SFI01A1AE3_19	.1-.8	coastal	1	1455	0.73422	0.730973	158481	Hahella	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0593.aligned	.1-.8_coastal_FGI7SFI01A1AHP_19	.1-.8	coastal	1	2785	0.414077	0.683024	135619	Oceanospirillales	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG3046.aligned	.1-.8_coastal_FGI7SFI01A1AQI_9	.1-.8	coastal	1	892	0.342237	0.0969602	204434	Acidobacteriaceae	2	Bacteria	131550	Fibrobacteres/Acidobacteria group	57723	Acidobacteria
COG3127.aligned	.1-.8_coastal_FGI7SFI01A1ASS_4	.1-.8	coastal	1	326	0.713686	0.607499	135617	Thiotrichaceae	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG2304.aligned	.1-.8_coastal_FGI7SFI01A1ATC_14	.1-.8	coastal	1	1761	0.209729	0.0854009	2012	Thermomonosporaceae	2	Bacteria	201174	Actinobacteria	1760	Actinobacteria
COG0458.aligned	.1-.8_coastal_FGI7SFI01A1B4N_14	.1-.8	coastal	1	832	0.257082	0.0878123	191394	Deferribacteraceae	2	Bacteria	200930	Deferribacteres	68337	Deferribacteres
COG0044.aligned	.1-.8_coastal_FGI7SFI01A1B7F_10	.1-.8	coastal	1	114	0.52249	0.513489	118	Planctomyces	2	Bacteria	203682	Planctomycetes	203683	Planctomycetia
COG0556.aligned	.1-.8_coastal_FGI7SFI01A1B7L_8	.1-.8	coastal	1	1284	1	1	78537	unclassified Actinobacteria (miscellaneous)	2	Bacteria	201174	Actinobacteria	1760	Actinobacteria
COG0668.aligned	.1-.8_coastal_FGI7SFI01A1B9B_14	.1-.8	coastal	1	1511	0.212879	0.235603	54526	SAR11 cluster	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0323.aligned	.1-.8_coastal_FGI7SFI01A1BA6_4	.1-.8	coastal	1	1085	0.26565	0.241122	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG1960.aligned	.1-.8_coastal_FGI7SFI01A1BAN_6	.1-.8	coastal	1	2419	0.149263	0.24947	588	Providencia stuartii	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0280.aligned	.1-.8_coastal_FGI7SFI01A1BAQ_7	.1-.8	coastal	1	1978	0.237535	0.09179	227290	Rhizobium/Agrobacterium group	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1972.aligned	.1-.8_coastal_FGI7SFI01A1BJ6_6	.1-.8	coastal	1	184	1	1	744996	OM60 clade	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0046.aligned	.1-.8_coastal_FGI7SFI01A1C1G_5	.1-.8	coastal	1	3655	0.52191	0.560783	135619	Oceanospirillales	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0456.aligned	.1-.8_coastal_FGI7SFI01A1C49_7	.1-.8	coastal	1	3621	0.245355	0.265437	511678	Aliivibrio	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0587.aligned	.1-.8_coastal_FGI7SFI01A1C4R_4	.1-.8	coastal	1	1815	0.932213	0.932863	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0587.aligned	.1-.8_coastal_FGI7SFI01A1C4R_8	.1-.8	coastal	1	1815	0.886289	0.916383	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG1058.aligned	.1-.8_coastal_FGI7SFI01A1C5Y_6	.1-.8	coastal	1	2889	0.336836	0.476399	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0192.aligned	.1-.8_coastal_FGI7SFI01A1C6R_17	.1-.8	coastal	1	3706	0.775206	0.735438	54526	SAR11 cluster	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0542.aligned	.1-.8_coastal_FGI7SFI01A1C7W_18	.1-.8	coastal	1	2287	0.169248	0.171708	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0330.aligned	.1-.8_coastal_FGI7SFI01A1CLO_15	.1-.8	coastal	1	3814	0.267381	0.240212	1016	Capnocytophaga	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG4992.aligned	.1-.8_coastal_FGI7SFI01A1CO2_6	.1-.8	coastal	1	1151	0.504332	0.596501	543	Enterobacteriaceae	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG1160.aligned	.1-.8_coastal_FGI7SFI01A1CXT_10	.1-.8	coastal	1	3061	0.430189	0.311684	118969	Legionellales	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0046.aligned	.1-.8_coastal_FGI7SFI01A1D4B_16	.1-.8	coastal	1	2733	0.913428	0.945989	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0587.aligned	.1-.8_coastal_FGI7SFI01A1D5X_13	.1-.8	coastal	1	1814	0.486085	0.562353	135619	Oceanospirillales	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0751.aligned	.1-.8_coastal_FGI7SFI01A1DAS_13	.1-.8	coastal	1	912	1	1	33807	unclassified Alphaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0825.aligned	.1-.8_coastal_FGI7SFI01A1DIB_6	.1-.8	coastal	1	1194	0.828929	0.798301	198252	Candidatus Pelagibacter ubique	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0099.aligned	.1-.8_coastal_FGI7SFI01A1DK7_14	.1-.8	coastal	1	752	1	1	135619	Oceanospirillales	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0458.aligned	.1-.8_coastal_FGI7SFI01A1DN1_3	.1-.8	coastal	1	1038	0.26909	0.239348	338	Xanthomonas	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0196.aligned	.1-.8_coastal_FGI7SFI01A1DWG_13	.1-.8	coastal	1	285	0.439612	0.661341	414999	Opitutae	2	Bacteria	51290	Chlamydiae/Verrucomicrobia group	74201	Verrucomicrobia
COG4147.aligned	.1-.8_coastal_FGI7SFI01A1DWJ_4	.1-.8	coastal	1	1006	0.327859	0.393636	198251	Candidatus Pelagibacter	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0332.aligned	.1-.8_coastal_FGI7SFI01A1E82_13	.1-.8	coastal	1	400	0.777114	0.730569	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0821.aligned	.1-.8_coastal_FGI7SFI01A1F42_17	.1-.8	coastal	1	420	0.605294	0.720389	198251	Candidatus Pelagibacter	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG4948.aligned	.1-.8_coastal_FGI7SFI01A1F62_15	.1-.8	coastal	1	2561	0.554425	0.669874	1030	Thiothrix	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG4266.aligned	.1-.8_coastal_FGI7SFI01A1FBX_10	.1-.8	coastal	1	688	0.580424	0.611036	82117	unclassified Alphaproteobacteria	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0621.aligned	.1-.8_coastal_FGI7SFI01A1FES_7	.1-.8	coastal	1	2504	0.375719	0.586867	468	Moraxellaceae	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG1638.aligned	.1-.8_coastal_FGI7SFI01A1FH5_6	.1-.8	coastal	1	397	1	1	33807	unclassified Alphaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0465.aligned	.1-.8_coastal_FGI7SFI01A1FJA_14	.1-.8	coastal	1	4554	0.363172	0.362134	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG1154.aligned	.1-.8_coastal_FGI7SFI01A1FKB_8	.1-.8	coastal	1	3478	1	1	198252	Candidatus Pelagibacter ubique	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG2115.aligned	.1-.8_coastal_FGI7SFI01A1FN5_13	.1-.8	coastal	1	1218	0.418456	0.447374	104264	Cellulophaga	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0621.aligned	.1-.8_coastal_FGI7SFI01A1FNX_13	.1-.8	coastal	1	1705	1	1	52959	Polaribacter	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG1192.aligned	.1-.8_coastal_FGI7SFI01A1FYH_15	.1-.8	coastal	1	464	0.263382	0.236236	31977	Veillonellaceae	2	Bacteria	1239	Firmicutes	909932	Negativicutes
COG0082.aligned	.1-.8_coastal_FGI7SFI01A1FZR_14	.1-.8	coastal	1	1015	0.982439	0.975119	198251	Candidatus Pelagibacter	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0473.aligned	.1-.8_coastal_FGI7SFI01A1FZU_6	.1-.8	coastal	1	3333	1	1	33807	unclassified Alphaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0372.aligned	.1-.8_coastal_FGI7SFI01A1GBZ_16	.1-.8	coastal	1	3049	0.974024	0.991759	54526	SAR11 cluster	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1216.aligned	.1-.8_coastal_FGI7SFI01A1GJ5_6	.1-.8	coastal	1	3090	0.166581	0.110304	33634	Stramenopiles	2759	Eukaryota	33634	Stramenopiles	-1	NULL
COG4221.aligned	.1-.8_coastal_FGI7SFI01A1GK4_8	.1-.8	coastal	1	920	0.226042	0.213751	838	Prevotella	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0277.aligned	.1-.8_coastal_FGI7SFI01A1GS1_7	.1-.8	coastal	1	958	0.373098	0.419264	198251	Candidatus Pelagibacter	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0087.aligned	.1-.8_coastal_FGI7SFI01A1GVL_12	.1-.8	coastal	1	2697	0.545011	0.513332	31989	Rhodobacteraceae	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG5574.aligned	.1-.8_coastal_FGI7SFI01A1H3N_9	.1-.8	coastal	1	663	0.356429	0.528692	210450	Striatellaceae	2759	Eukaryota	33634	Stramenopiles	2836	Bacillariophyta
COG1473.aligned	.1-.8_coastal_FGI7SFI01A1H4R_5	.1-.8	coastal	1	1010	0.267258	0.466594	226	Alteromonas	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG1038.aligned	.1-.8_coastal_FGI7SFI01A1H82_7	.1-.8	coastal	1	1219	0.566875	0.702743	126	Planctomycetaceae	2	Bacteria	203682	Planctomycetes	203683	Planctomycetia
COG1034.aligned	.1-.8_coastal_FGI7SFI01A1H9B_5	.1-.8	coastal	1	2862	0.532411	0.742668	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG1054.aligned	.1-.8_coastal_FGI7SFI01A1HCP_6	.1-.8	coastal	1	1365	0.243325	0.349201	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG1770.aligned	.1-.8_coastal_FGI7SFI01A1I0U_5	.1-.8	coastal	1	1160	0.460171	0.312634	82117	unclassified Alphaproteobacteria	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG2086.aligned	.1-.8_coastal_FGI7SFI01A1I22_7	.1-.8	coastal	1	2798	0.717398	0.802447	54526	SAR11 cluster	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0505.aligned	.1-.8_coastal_FGI7SFI01A1I2U_5	.1-.8	coastal	1	1680	0.568117	0.553718	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0520.aligned	.1-.8_coastal_FGI7SFI01A1IFB_9	.1-.8	coastal	1	1999	1	1	33807	unclassified Alphaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0807.aligned	.1-.8_coastal_FGI7SFI01A1IJ4_6	.1-.8	coastal	1	0	1	1	52018	unclassified Actinobacteria	2	Bacteria	201174	Actinobacteria	1760	Actinobacteria
COG0443.aligned	.1-.8_coastal_FGI7SFI01A1IJG_13	.1-.8	coastal	1	1789	0.907126	0.942157	48461	Verrucomicrobiales	2	Bacteria	51290	Chlamydiae/Verrucomicrobia group	74201	Verrucomicrobia
COG5515.aligned	.1-.8_coastal_FGI7SFI01A1IMF_14	.1-.8	coastal	1	199	1	1	33807	unclassified Alphaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG3800.aligned	.1-.8_coastal_FGI7SFI01A1INJ_10	.1-.8	coastal	1	399	0.33487	0.329554	198252	Candidatus Pelagibacter ubique	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1894.aligned	.1-.8_coastal_FGI7SFI01A1IR9_14	.1-.8	coastal	1	899	1	1	69657	Hyphomonadaceae	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0516.aligned	.1-.8_coastal_FGI7SFI01A1IRU_10	.1-.8	coastal	1	4604	0.989903	0.988831	78537	unclassified Actinobacteria (miscellaneous)	2	Bacteria	201174	Actinobacteria	1760	Actinobacteria
COG2057.aligned	.1-.8_coastal_FGI7SFI01A1ITD_12	.1-.8	coastal	1	978	0.153967	0.15688	104264	Cellulophaga	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG1044.aligned	.1-.8_coastal_FGI7SFI01A1IUK_4	.1-.8	coastal	1	2356	1	1	198252	Candidatus Pelagibacter ubique	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG3118.aligned	.1-.8_coastal_FGI7SFI01A1IWU_14	.1-.8	coastal	1	129	0.940329	0.88067	198252	Candidatus Pelagibacter ubique	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0567.aligned	.1-.8_coastal_FGI7SFI01A1J19_3	.1-.8	coastal	1	836	0.345996	0.503572	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0148.aligned	.1-.8_coastal_FGI7SFI01A1J9D_13	.1-.8	coastal	1	868	0.940104	0.944463	118884	unclassified Gammaproteobacteria	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG1385.aligned	.1-.8_coastal_FGI7SFI01A1JAH_9	.1-.8	coastal	1	3505	0.464491	0.656709	198251	Candidatus Pelagibacter	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0445.aligned	.1-.8_coastal_FGI7SFI01A1JBY_7	.1-.8	coastal	1	3144	1	1	285892	unclassified Rhodobacterales	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0183.aligned	.1-.8_coastal_FGI7SFI01A1JGI_10	.1-.8	coastal	1	2713	0.189285	0.266448	29549	Rhodothermus marinus	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0578.aligned	.1-.8_coastal_FGI7SFI01A1JH7_7	.1-.8	coastal	1	82	1	1	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0087.aligned	.1-.8_coastal_FGI7SFI01A1JK9_6	.1-.8	coastal	1	2818	0.996866	0.998269	198251	Candidatus Pelagibacter	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0423.aligned	.1-.8_coastal_FGI7SFI01A1JKD_15	.1-.8	coastal	1	1291	0.835091	0.767552	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0242.aligned	.1-.8_coastal_FGI7SFI01A1JL1_6	.1-.8	coastal	1	1911	0.577026	0.413981	54526	SAR11 cluster	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1804.aligned	.1-.8_coastal_FGI7SFI01A1JQZ_5	.1-.8	coastal	1	2971	1	1	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0217.aligned	.1-.8_coastal_FGI7SFI01A1JR1_13	.1-.8	coastal	1	2077	0.881275	0.932371	213121	Desulfobulbaceae	2	Bacteria	1224	Proteobacteria	68525	delta/epsilon subdivisions
COG0148.aligned	.1-.8_coastal_FGI7SFI01A1JSV_15	.1-.8	coastal	1	1696	0.199714	0.28943	49237	Chaetoceros	2759	Eukaryota	33634	Stramenopiles	2836	Bacillariophyta
COG4106.aligned	.1-.8_coastal_FGI7SFI01A1JTK_17	.1-.8	coastal	1	53	0.367692	0.284814	29197	Chlorarachniophyceae	2759	Eukaryota	543769	Rhizaria	136419	Cercozoa
COG2171.aligned	.1-.8_coastal_FGI7SFI01A1JUG_7	.1-.8	coastal	1	839	0.57149	0.623805	237	Flavobacterium	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG1473.aligned	.1-.8_coastal_FGI7SFI01A1JWB_13	.1-.8	coastal	1	2945	1	1	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG1671.aligned	.1-.8_coastal_FGI7SFI01A1JWH_11	.1-.8	coastal	1	1601	0.749381	0.487634	33807	unclassified Alphaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0635.aligned	.1-.8_coastal_FGI7SFI01A1JYD_9	.1-.8	coastal	1	1831	1	1	204455	Rhodobacterales	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0138.aligned	.1-.8_coastal_FGI7SFI01A1JYZ_21	.1-.8	coastal	1	506	0.978696	0.989678	54526	SAR11 cluster	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1643.aligned	.1-.8_coastal_FGI7SFI01A1KJW_8	.1-.8	coastal	1	1217	0.129378	0.0771369	414999	Opitutae	2	Bacteria	51290	Chlamydiae/Verrucomicrobia group	74201	Verrucomicrobia
COG2239.aligned	.1-.8_coastal_FGI7SFI01A1KON_4	.1-.8	coastal	1	2714	0.498327	0.567491	2433	Roseobacter	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0773.aligned	.1-.8_coastal_FGI7SFI01A1KWZ_14	.1-.8	coastal	1	3732	0.854861	0.938102	33809	unclassified Betaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	28216	Betaproteobacteria
COG0623.aligned	.1-.8_coastal_FGI7SFI01A1LA6_15	.1-.8	coastal	1	309	0.816709	0.856379	152180	Ahrensia	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0499.aligned	.1-.8_coastal_FGI7SFI01A1LEQ_7	.1-.8	coastal	1	1144	0.114669	0.0957382	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0359.aligned	.1-.8_coastal_FGI7SFI01A1LHP_14	.1-.8	coastal	1	2674	0.495185	0.698961	543310	Clostridiales Family XI. Incertae Sedis	2	Bacteria	1239	Firmicutes	186801	Clostridia
COG0036.aligned	.1-.8_coastal_FGI7SFI01A1LNY_7	.1-.8	coastal	1	4419	0.195047	0.228067	52959	Polaribacter	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG1968.aligned	.1-.8_coastal_FGI7SFI01A1LSR_8	.1-.8	coastal	1	3682	0.490828	0.393667	54526	SAR11 cluster	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG4668.aligned	.1-.8_coastal_FGI7SFI01A1LYI_18	.1-.8	coastal	1	342	0.355119	0.458122	538999	Clostridiales incertae sedis	2	Bacteria	1239	Firmicutes	186801	Clostridia
COG0508.aligned	.1-.8_coastal_FGI7SFI01A1LYQ_3	.1-.8	coastal	1	4402	0.418068	0.312424	110932	Leifsonia	2	Bacteria	201174	Actinobacteria	1760	Actinobacteria
COG0264.aligned	.1-.8_coastal_FGI7SFI01A1M00_3	.1-.8	coastal	1	3369	0.416783	0.489803	198252	Candidatus Pelagibacter ubique	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG2025.aligned	.1-.8_coastal_FGI7SFI01A1M1P_8	.1-.8	coastal	1	915	1	1	54526	SAR11 cluster	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1999.aligned	.1-.8_coastal_FGI7SFI01A1M1S_15	.1-.8	coastal	1	712	0.344023	0.329524	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG4618.aligned	.1-.8_coastal_FGI7SFI01A1M2L_13	.1-.8	coastal	1	698	0.404959	0.341463	1063	Rhodobacter sphaeroides	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0290.aligned	.1-.8_coastal_FGI7SFI01A1M2O_2	.1-.8	coastal	1	3378	0.226308	0.225093	186328	Entomoplasmatales	2	Bacteria	544448	Tenericutes	31969	Mollicutes
COG1529.aligned	.1-.8_coastal_FGI7SFI01A1MDT_7	.1-.8	coastal	1	2606	0.412048	0.556807	43080	Sulfolobus islandicus	2157	Archaea	28889	Crenarchaeota	183924	Thermoprotei
COG1610.aligned	.1-.8_coastal_FGI7SFI01A1MHC_10	.1-.8	coastal	1	2568	0.239736	0.216468	744996	OM60 clade	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG2080.aligned	.1-.8_coastal_FGI7SFI01A1MI6_11	.1-.8	coastal	1	2037	0.730256	0.589196	68287	Mesorhizobium	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1304.aligned	.1-.8_coastal_FGI7SFI01A1MI9_7	.1-.8	coastal	1	865	0.572933	0.520117	1118	Chroococcales	2	Bacteria	1117	Cyanobacteria	1301283	Oscillatoriophycideae
COG0059.aligned	.1-.8_coastal_FGI7SFI01A1MIR_16	.1-.8	coastal	1	979	0.567866	0.548527	198252	Candidatus Pelagibacter ubique	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
